cell_x,cell_y,gt_label,pred_label
9190.0,2375.0,epithelial cells,epithelial cells
7972.0,1686.0,epithelial cells,epithelial cells
8927.0,2257.0,epithelial cells,epithelial cells
7009.0,3124.0,epithelial cells,epithelial cells
7661.0,717.0,epithelial cells,epithelial cells
8450.0,2319.0,epithelial cells,epithelial cells
7523.0,351.0,epithelial cells,epithelial cells
8039.0,3195.0,epithelial cells,epithelial cells
8538.0,2723.0,stromal cells,epithelial cells
8801.0,1848.0,stromal cells,stromal cells
8511.0,2050.0,epithelial cells,epithelial cells
8644.0,2445.0,stromal cells,immune cells
8200.0,2008.0,epithelial cells,epithelial cells
7719.0,1000.0,epithelial cells,epithelial cells
7666.0,579.0,epithelial cells,epithelial cells
8030.0,678.0,epithelial cells,epithelial cells
7685.0,1182.0,epithelial cells,epithelial cells
6540.0,222.0,epithelial cells,epithelial cells
8696.0,1974.0,epithelial cells,epithelial cells
6641.0,1954.0,epithelial cells,epithelial cells
6395.0,2446.0,epithelial cells,epithelial cells
6862.0,2154.0,epithelial cells,epithelial cells
6429.0,2443.0,epithelial cells,epithelial cells
6873.0,2647.0,epithelial cells,epithelial cells
8555.0,2225.0,epithelial cells,epithelial cells
6558.0,2704.0,epithelial cells,epithelial cells
8470.0,1175.0,epithelial cells,epithelial cells
9066.0,254.0,epithelial cells,epithelial cells
7803.0,364.0,epithelial cells,epithelial cells
6999.0,1753.0,epithelial cells,epithelial cells
8118.0,2945.0,epithelial cells,epithelial cells
8396.0,1538.0,epithelial cells,epithelial cells
8110.0,3072.0,epithelial cells,epithelial cells
6379.0,2839.0,epithelial cells,epithelial cells
8239.0,2435.0,epithelial cells,epithelial cells
8970.0,559.0,epithelial cells,epithelial cells
9191.0,2781.0,epithelial cells,epithelial cells
8623.0,2234.0,stromal cells,immune cells
8470.0,1175.0,epithelial cells,epithelial cells
9023.0,3068.0,epithelial cells,epithelial cells
8956.0,1647.0,epithelial cells,epithelial cells
8212.0,1608.0,epithelial cells,epithelial cells
8370.0,2556.0,epithelial cells,epithelial cells
8364.0,1128.0,epithelial cells,epithelial cells
7899.0,486.0,epithelial cells,epithelial cells
6633.0,768.0,epithelial cells,epithelial cells
7912.0,655.0,epithelial cells,epithelial cells
9064.0,1299.0,epithelial cells,epithelial cells
8194.0,2390.0,epithelial cells,epithelial cells
9080.0,1580.0,epithelial cells,epithelial cells
8797.0,1634.0,epithelial cells,epithelial cells
8535.0,2432.0,stromal cells,immune cells
8454.0,1231.0,epithelial cells,epithelial cells
8162.0,740.0,epithelial cells,epithelial cells
6374.0,2688.0,epithelial cells,epithelial cells
6602.0,2922.0,epithelial cells,epithelial cells
6476.0,2821.0,epithelial cells,epithelial cells
6602.0,2922.0,epithelial cells,epithelial cells
6436.0,486.0,stromal cells,immune cells
7296.0,662.0,epithelial cells,epithelial cells
8608.0,3138.0,epithelial cells,epithelial cells
6637.0,2447.0,epithelial cells,epithelial cells
7975.0,1471.0,epithelial cells,epithelial cells
8411.0,2134.0,epithelial cells,other
8428.0,223.0,epithelial cells,epithelial cells
6841.0,430.0,epithelial cells,epithelial cells
6555.0,2673.0,epithelial cells,epithelial cells
6749.0,2255.0,epithelial cells,epithelial cells
8756.0,599.0,epithelial cells,epithelial cells
9141.0,3039.0,epithelial cells,epithelial cells
7373.0,481.0,epithelial cells,epithelial cells
6836.0,530.0,epithelial cells,epithelial cells
6426.0,1191.0,epithelial cells,epithelial cells
6547.0,2305.0,epithelial cells,epithelial cells
8578.0,654.0,epithelial cells,epithelial cells
8947.0,2869.0,epithelial cells,epithelial cells
7208.0,2178.0,epithelial cells,epithelial cells
8748.0,3168.0,epithelial cells,epithelial cells
8085.0,1545.0,epithelial cells,epithelial cells
8257.0,1186.0,stromal cells,epithelial cells
8289.0,1108.0,epithelial cells,epithelial cells
7356.0,2826.0,epithelial cells,epithelial cells
7192.0,1035.0,epithelial cells,epithelial cells
6524.0,2638.0,epithelial cells,epithelial cells
9186.0,3231.0,epithelial cells,epithelial cells
6390.0,514.0,epithelial cells,epithelial cells
6639.0,2641.0,epithelial cells,epithelial cells
8635.0,1954.0,epithelial cells,epithelial cells
6322.0,2939.0,epithelial cells,epithelial cells
9189.0,2041.0,epithelial cells,epithelial cells
8460.0,2295.0,epithelial cells,epithelial cells
8993.0,935.0,epithelial cells,epithelial cells
8400.0,2245.0,epithelial cells,epithelial cells
7354.0,3131.0,epithelial cells,epithelial cells
8359.0,1869.0,epithelial cells,epithelial cells
6616.0,243.0,epithelial cells,epithelial cells
8977.0,3150.0,epithelial cells,epithelial cells
9259.0,1857.0,epithelial cells,epithelial cells
7560.0,840.0,epithelial cells,epithelial cells
8849.0,1311.0,epithelial cells,epithelial cells
9006.0,989.0,epithelial cells,epithelial cells
6339.0,3024.0,epithelial cells,epithelial cells
8412.0,499.0,epithelial cells,epithelial cells
8618.0,2843.0,epithelial cells,epithelial cells
7253.0,1623.0,epithelial cells,epithelial cells
8590.0,3214.0,epithelial cells,epithelial cells
8251.0,804.0,epithelial cells,epithelial cells
6943.0,1813.0,epithelial cells,epithelial cells
6796.0,1951.0,epithelial cells,epithelial cells
8204.0,2757.0,epithelial cells,epithelial cells
9249.0,1290.0,epithelial cells,epithelial cells
6682.0,2101.0,stromal cells,epithelial cells
8259.0,1355.0,epithelial cells,epithelial cells
8327.0,2832.0,epithelial cells,epithelial cells
7230.0,2433.0,epithelial cells,epithelial cells
6570.0,862.0,epithelial cells,epithelial cells
7796.0,1244.0,epithelial cells,epithelial cells
8973.0,2999.0,epithelial cells,immune cells
6886.0,1783.0,epithelial cells,epithelial cells
8439.0,1987.0,epithelial cells,epithelial cells
8256.0,1877.0,epithelial cells,epithelial cells
6578.0,2083.0,epithelial cells,epithelial cells
8466.0,2540.0,epithelial cells,epithelial cells
7712.0,419.0,stromal cells,stromal cells
8752.0,2754.0,epithelial cells,epithelial cells
7828.0,758.0,epithelial cells,epithelial cells
8343.0,1966.0,epithelial cells,epithelial cells
8169.0,3146.0,epithelial cells,epithelial cells
8801.0,1270.0,epithelial cells,epithelial cells
8885.0,1006.0,epithelial cells,epithelial cells
8720.0,2771.0,epithelial cells,epithelial cells
8458.0,2591.0,epithelial cells,epithelial cells
6894.0,635.0,epithelial cells,epithelial cells
6601.0,2269.0,epithelial cells,epithelial cells
7766.0,931.0,epithelial cells,epithelial cells
9064.0,2801.0,epithelial cells,epithelial cells
6616.0,1970.0,epithelial cells,epithelial cells
8430.0,962.0,epithelial cells,epithelial cells
9123.0,523.0,epithelial cells,epithelial cells
9292.0,2412.0,epithelial cells,epithelial cells
8838.0,2721.0,epithelial cells,epithelial cells
9185.0,2860.0,epithelial cells,epithelial cells
8042.0,2125.0,epithelial cells,epithelial cells
8183.0,824.0,epithelial cells,epithelial cells
9239.0,3176.0,epithelial cells,epithelial cells
7516.0,991.0,epithelial cells,epithelial cells
6953.0,1647.0,immune cells,epithelial cells
8379.0,2347.0,epithelial cells,epithelial cells
8748.0,3168.0,epithelial cells,epithelial cells
6395.0,2446.0,epithelial cells,epithelial cells
8844.0,680.0,epithelial cells,epithelial cells
7034.0,2871.0,epithelial cells,epithelial cells
6614.0,749.0,epithelial cells,epithelial cells
7277.0,2543.0,epithelial cells,epithelial cells
8935.0,1832.0,epithelial cells,epithelial cells
7563.0,1007.0,epithelial cells,epithelial cells
8916.0,2523.0,epithelial cells,epithelial cells
8429.0,1209.0,epithelial cells,epithelial cells
8491.0,405.0,epithelial cells,epithelial cells
6348.0,347.0,stromal cells,stromal cells
8537.0,1653.0,epithelial cells,epithelial cells
8787.0,2456.0,epithelial cells,epithelial cells
8449.0,2443.0,epithelial cells,epithelial cells
8267.0,1266.0,stromal cells,epithelial cells
8785.0,3201.0,epithelial cells,epithelial cells
7872.0,1179.0,epithelial cells,epithelial cells
8291.0,2609.0,epithelial cells,epithelial cells
8989.0,405.0,epithelial cells,epithelial cells
8530.0,2412.0,stromal cells,epithelial cells
7373.0,300.0,epithelial cells,epithelial cells
9261.0,2202.0,epithelial cells,immune cells
8763.0,1576.0,epithelial cells,epithelial cells
8339.0,1184.0,epithelial cells,epithelial cells
7029.0,2691.0,epithelial cells,epithelial cells
6514.0,789.0,epithelial cells,epithelial cells
8154.0,1740.0,epithelial cells,epithelial cells
7367.0,1825.0,epithelial cells,epithelial cells
6595.0,1765.0,epithelial cells,epithelial cells
6955.0,1043.0,epithelial cells,epithelial cells
8444.0,1363.0,epithelial cells,epithelial cells
7129.0,842.0,epithelial cells,epithelial cells
7822.0,1241.0,epithelial cells,epithelial cells
8514.0,1044.0,epithelial cells,epithelial cells
7149.0,318.0,epithelial cells,epithelial cells
8588.0,2356.0,stromal cells,epithelial cells
7050.0,2475.0,epithelial cells,epithelial cells
8751.0,1984.0,epithelial cells,epithelial cells
8262.0,2741.0,epithelial cells,epithelial cells
8813.0,1903.0,stromal cells,immune cells
8649.0,2855.0,epithelial cells,epithelial cells
8344.0,1787.0,epithelial cells,epithelial cells
9281.0,3115.0,epithelial cells,epithelial cells
9054.0,1355.0,epithelial cells,epithelial cells
8535.0,1066.0,epithelial cells,epithelial cells
8881.0,3003.0,epithelial cells,epithelial cells
9087.0,979.0,epithelial cells,epithelial cells
8313.0,2879.0,epithelial cells,epithelial cells
8454.0,1159.0,epithelial cells,epithelial cells
6957.0,3048.0,epithelial cells,epithelial cells
8143.0,2582.0,epithelial cells,epithelial cells
7060.0,2886.0,epithelial cells,epithelial cells
7374.0,715.0,epithelial cells,epithelial cells
8843.0,299.0,epithelial cells,immune cells
8296.0,1783.0,epithelial cells,epithelial cells
7130.0,1707.0,epithelial cells,epithelial cells
6762.0,2844.0,epithelial cells,epithelial cells
8860.0,2833.0,epithelial cells,epithelial cells
8683.0,3101.0,epithelial cells,epithelial cells
7259.0,538.0,epithelial cells,epithelial cells
8631.0,1790.0,epithelial cells,epithelial cells
7855.0,456.0,epithelial cells,epithelial cells
6519.0,240.0,epithelial cells,epithelial cells
9190.0,2375.0,epithelial cells,epithelial cells
8326.0,3225.0,epithelial cells,epithelial cells
8857.0,1350.0,epithelial cells,other
8157.0,676.0,epithelial cells,epithelial cells
8642.0,475.0,epithelial cells,epithelial cells
8894.0,314.0,epithelial cells,epithelial cells
6671.0,1608.0,epithelial cells,epithelial cells
8031.0,1298.0,epithelial cells,epithelial cells
8333.0,2218.0,epithelial cells,epithelial cells
9298.0,611.0,stromal cells,stromal cells
7974.0,626.0,epithelial cells,epithelial cells
9199.0,1907.0,epithelial cells,epithelial cells
9127.0,2145.0,epithelial cells,epithelial cells
6868.0,1050.0,epithelial cells,epithelial cells
7385.0,2336.0,epithelial cells,epithelial cells
8846.0,1565.0,epithelial cells,epithelial cells
8245.0,2337.0,epithelial cells,immune cells
7211.0,493.0,epithelial cells,epithelial cells
7724.0,835.0,epithelial cells,epithelial cells
6620.0,2414.0,epithelial cells,epithelial cells
8843.0,299.0,epithelial cells,immune cells
8984.0,1958.0,epithelial cells,epithelial cells
8792.0,2092.0,epithelial cells,immune cells
8806.0,1538.0,epithelial cells,immune cells
7654.0,661.0,epithelial cells,epithelial cells
9115.0,637.0,epithelial cells,epithelial cells
7704.0,637.0,epithelial cells,epithelial cells
6961.0,2995.0,epithelial cells,epithelial cells
7084.0,3095.0,epithelial cells,epithelial cells
8091.0,1821.0,epithelial cells,epithelial cells
8505.0,2666.0,epithelial cells,epithelial cells
9047.0,3020.0,epithelial cells,epithelial cells
8378.0,2440.0,epithelial cells,epithelial cells
7698.0,216.0,epithelial cells,epithelial cells
8802.0,1750.0,epithelial cells,epithelial cells
7221.0,2377.0,epithelial cells,epithelial cells
8194.0,1334.0,epithelial cells,epithelial cells
6421.0,2486.0,epithelial cells,epithelial cells
6689.0,2532.0,stromal cells,epithelial cells
8070.0,1166.0,epithelial cells,epithelial cells
9083.0,1431.0,epithelial cells,epithelial cells
6538.0,2172.0,epithelial cells,epithelial cells
6995.0,3018.0,epithelial cells,epithelial cells
9245.0,781.0,epithelial cells,epithelial cells
7268.0,2378.0,epithelial cells,epithelial cells
8618.0,2843.0,epithelial cells,epithelial cells
7373.0,300.0,epithelial cells,epithelial cells
8774.0,445.0,epithelial cells,epithelial cells
8321.0,2601.0,epithelial cells,immune cells
8085.0,1377.0,epithelial cells,epithelial cells
6509.0,2475.0,epithelial cells,epithelial cells
7104.0,2817.0,epithelial cells,epithelial cells
7374.0,715.0,epithelial cells,epithelial cells
8819.0,2927.0,epithelial cells,epithelial cells
7351.0,3154.0,epithelial cells,epithelial cells
8381.0,3201.0,epithelial cells,epithelial cells
7874.0,475.0,epithelial cells,epithelial cells
7269.0,3062.0,epithelial cells,epithelial cells
7344.0,648.0,epithelial cells,epithelial cells
8377.0,1518.0,epithelial cells,epithelial cells
9268.0,2179.0,epithelial cells,epithelial cells
8849.0,1506.0,epithelial cells,epithelial cells
8206.0,2880.0,epithelial cells,epithelial cells
6803.0,2493.0,epithelial cells,epithelial cells
7884.0,1356.0,epithelial cells,epithelial cells
6739.0,2420.0,epithelial cells,epithelial cells
8099.0,1948.0,epithelial cells,epithelial cells
8241.0,2683.0,epithelial cells,epithelial cells
8381.0,1054.0,epithelial cells,epithelial cells
8320.0,2027.0,epithelial cells,epithelial cells
7686.0,590.0,epithelial cells,immune cells
8736.0,2015.0,epithelial cells,epithelial cells
7309.0,219.0,epithelial cells,epithelial cells
8078.0,2496.0,epithelial cells,epithelial cells
6695.0,2429.0,stromal cells,epithelial cells
9130.0,1557.0,epithelial cells,epithelial cells
6455.0,202.0,epithelial cells,epithelial cells
8043.0,3113.0,epithelial cells,epithelial cells
8363.0,1342.0,stromal cells,immune cells
6422.0,251.0,epithelial cells,epithelial cells
7972.0,1686.0,epithelial cells,epithelial cells
7727.0,663.0,stromal cells,epithelial cells
7036.0,1895.0,epithelial cells,epithelial cells
8173.0,1754.0,epithelial cells,immune cells
7963.0,1253.0,epithelial cells,epithelial cells
9162.0,2867.0,epithelial cells,epithelial cells
8180.0,3111.0,epithelial cells,epithelial cells
7373.0,300.0,epithelial cells,epithelial cells
6584.0,1649.0,epithelial cells,epithelial cells
8696.0,1501.0,epithelial cells,epithelial cells
6590.0,1786.0,epithelial cells,epithelial cells
8317.0,1770.0,epithelial cells,epithelial cells
8721.0,1889.0,epithelial cells,epithelial cells
7286.0,1774.0,stromal cells,epithelial cells
8302.0,1212.0,epithelial cells,epithelial cells
6984.0,696.0,epithelial cells,epithelial cells
8904.0,2352.0,epithelial cells,epithelial cells
8289.0,2765.0,epithelial cells,epithelial cells
8410.0,1945.0,epithelial cells,epithelial cells
6343.0,3077.0,epithelial cells,epithelial cells
8873.0,1607.0,epithelial cells,epithelial cells
9129.0,3004.0,epithelial cells,epithelial cells
8299.0,2794.0,epithelial cells,epithelial cells
8683.0,213.0,epithelial cells,epithelial cells
7283.0,2723.0,epithelial cells,epithelial cells
9286.0,1609.0,epithelial cells,epithelial cells
6421.0,2754.0,epithelial cells,epithelial cells
6550.0,475.0,epithelial cells,epithelial cells
8639.0,2883.0,epithelial cells,epithelial cells
7909.0,1055.0,epithelial cells,epithelial cells
8853.0,1290.0,epithelial cells,epithelial cells
9057.0,1908.0,epithelial cells,epithelial cells
7276.0,2478.0,epithelial cells,epithelial cells
8801.0,1848.0,stromal cells,stromal cells
8479.0,2491.0,epithelial cells,epithelial cells
6368.0,2277.0,epithelial cells,epithelial cells
7666.0,579.0,epithelial cells,epithelial cells
8881.0,2092.0,epithelial cells,epithelial cells
7690.0,1356.0,epithelial cells,epithelial cells
8062.0,2457.0,epithelial cells,epithelial cells
6495.0,448.0,epithelial cells,other
8111.0,3054.0,epithelial cells,epithelial cells
8512.0,2742.0,stromal cells,epithelial cells
8391.0,1802.0,epithelial cells,epithelial cells
7268.0,2378.0,epithelial cells,epithelial cells
8409.0,2553.0,epithelial cells,epithelial cells
6860.0,1727.0,stromal cells,stromal cells
7711.0,1291.0,epithelial cells,immune cells
7617.0,939.0,epithelial cells,epithelial cells
8141.0,2167.0,epithelial cells,epithelial cells
8449.0,2443.0,epithelial cells,epithelial cells
8533.0,1865.0,epithelial cells,epithelial cells
7014.0,2564.0,epithelial cells,epithelial cells
7277.0,2543.0,epithelial cells,epithelial cells
8403.0,1269.0,epithelial cells,epithelial cells
8346.0,936.0,epithelial cells,epithelial cells
7101.0,3109.0,epithelial cells,epithelial cells
7174.0,346.0,epithelial cells,epithelial cells
7022.0,1859.0,epithelial cells,epithelial cells
8918.0,3048.0,epithelial cells,epithelial cells
8193.0,1020.0,epithelial cells,epithelial cells
7330.0,1934.0,epithelial cells,epithelial cells
6838.0,1832.0,epithelial cells,epithelial cells
6664.0,2851.0,epithelial cells,epithelial cells
8528.0,1461.0,epithelial cells,epithelial cells
8042.0,2125.0,epithelial cells,epithelial cells
6787.0,3078.0,epithelial cells,epithelial cells
7345.0,1078.0,epithelial cells,epithelial cells
7909.0,1055.0,epithelial cells,epithelial cells
7746.0,346.0,epithelial cells,epithelial cells
9299.0,3214.0,epithelial cells,epithelial cells
7174.0,346.0,epithelial cells,epithelial cells
6782.0,1065.0,epithelial cells,immune cells
7736.0,1520.0,epithelial cells,epithelial cells
6665.0,356.0,epithelial cells,epithelial cells
8826.0,1337.0,epithelial cells,epithelial cells
8473.0,2571.0,epithelial cells,epithelial cells
6743.0,1158.0,epithelial cells,epithelial cells
6422.0,251.0,epithelial cells,epithelial cells
7882.0,627.0,stromal cells,epithelial cells
6378.0,3002.0,epithelial cells,epithelial cells
8234.0,2660.0,epithelial cells,epithelial cells
9033.0,2328.0,epithelial cells,epithelial cells
6430.0,585.0,epithelial cells,epithelial cells
7872.0,1179.0,epithelial cells,epithelial cells
9002.0,2072.0,epithelial cells,epithelial cells
7003.0,2325.0,epithelial cells,epithelial cells
6603.0,2455.0,epithelial cells,epithelial cells
8123.0,3004.0,epithelial cells,epithelial cells
7289.0,867.0,epithelial cells,epithelial cells
8711.0,2499.0,epithelial cells,epithelial cells
6721.0,284.0,epithelial cells,epithelial cells
8127.0,2318.0,epithelial cells,epithelial cells
7297.0,2361.0,epithelial cells,epithelial cells
8300.0,1411.0,epithelial cells,epithelial cells
6487.0,483.0,epithelial cells,epithelial cells
7834.0,618.0,stromal cells,epithelial cells
6728.0,2325.0,epithelial cells,epithelial cells
6872.0,2006.0,epithelial cells,epithelial cells
8521.0,203.0,epithelial cells,epithelial cells
6985.0,2667.0,epithelial cells,epithelial cells
8107.0,754.0,epithelial cells,epithelial cells
9112.0,554.0,epithelial cells,epithelial cells
8850.0,240.0,epithelial cells,epithelial cells
7507.0,863.0,epithelial cells,immune cells
6740.0,1041.0,stromal cells,stromal cells
8151.0,1931.0,epithelial cells,epithelial cells
6365.0,878.0,epithelial cells,epithelial cells
7356.0,2387.0,epithelial cells,epithelial cells
6750.0,2029.0,epithelial cells,other
6746.0,1448.0,epithelial cells,epithelial cells
9056.0,1956.0,epithelial cells,epithelial cells
8162.0,1772.0,epithelial cells,epithelial cells
9167.0,2801.0,epithelial cells,epithelial cells
8994.0,570.0,epithelial cells,epithelial cells
6637.0,2447.0,epithelial cells,epithelial cells
8770.0,882.0,epithelial cells,epithelial cells
6327.0,2216.0,epithelial cells,epithelial cells
6456.0,2578.0,epithelial cells,epithelial cells
8598.0,1435.0,epithelial cells,epithelial cells
7281.0,2766.0,epithelial cells,epithelial cells
8215.0,1578.0,epithelial cells,epithelial cells
8637.0,1210.0,epithelial cells,epithelial cells
8449.0,1803.0,epithelial cells,epithelial cells
8022.0,2263.0,epithelial cells,epithelial cells
8975.0,318.0,epithelial cells,epithelial cells
6846.0,2546.0,epithelial cells,epithelial cells
6763.0,3162.0,stromal cells,other
6672.0,3069.0,epithelial cells,epithelial cells
8140.0,3112.0,epithelial cells,epithelial cells
9024.0,3026.0,epithelial cells,epithelial cells
8245.0,2961.0,epithelial cells,epithelial cells
8759.0,1905.0,stromal cells,other
9280.0,1874.0,epithelial cells,epithelial cells
6955.0,2389.0,epithelial cells,epithelial cells
7933.0,1339.0,epithelial cells,epithelial cells
9012.0,2396.0,epithelial cells,epithelial cells
6476.0,2821.0,epithelial cells,epithelial cells
8472.0,3140.0,epithelial cells,epithelial cells
8613.0,376.0,epithelial cells,epithelial cells
8127.0,2318.0,epithelial cells,epithelial cells
6473.0,655.0,epithelial cells,epithelial cells
6998.0,3163.0,epithelial cells,epithelial cells
8757.0,952.0,epithelial cells,epithelial cells
7820.0,1446.0,epithelial cells,epithelial cells
8643.0,2278.0,stromal cells,immune cells
9309.0,2341.0,epithelial cells,epithelial cells
8260.0,951.0,epithelial cells,epithelial cells
8461.0,1357.0,epithelial cells,epithelial cells
6702.0,1703.0,epithelial cells,epithelial cells
7738.0,278.0,epithelial cells,epithelial cells
6410.0,2414.0,epithelial cells,epithelial cells
6849.0,778.0,stromal cells,epithelial cells
8154.0,1740.0,epithelial cells,epithelial cells
8592.0,609.0,epithelial cells,epithelial cells
6548.0,313.0,epithelial cells,epithelial cells
8329.0,1085.0,epithelial cells,epithelial cells
8112.0,2222.0,epithelial cells,epithelial cells
6632.0,1834.0,epithelial cells,epithelial cells
9060.0,2052.0,epithelial cells,epithelial cells
8401.0,2603.0,epithelial cells,epithelial cells
8599.0,2882.0,epithelial cells,immune cells
8488.0,2339.0,epithelial cells,epithelial cells
8641.0,1599.0,epithelial cells,epithelial cells
8887.0,3124.0,epithelial cells,other
6540.0,2413.0,epithelial cells,epithelial cells
8786.0,1307.0,epithelial cells,immune cells
8613.0,3119.0,epithelial cells,epithelial cells
6895.0,449.0,epithelial cells,epithelial cells
7766.0,1042.0,epithelial cells,epithelial cells
6477.0,3149.0,epithelial cells,epithelial cells
9207.0,1662.0,epithelial cells,epithelial cells
8720.0,1922.0,epithelial cells,epithelial cells
7384.0,330.0,epithelial cells,epithelial cells
6441.0,1013.0,epithelial cells,epithelial cells
6971.0,2325.0,epithelial cells,epithelial cells
9033.0,3150.0,epithelial cells,immune cells
7620.0,1302.0,epithelial cells,epithelial cells
8334.0,1333.0,stromal cells,immune cells
8952.0,350.0,epithelial cells,epithelial cells
6775.0,701.0,epithelial cells,epithelial cells
8118.0,2559.0,epithelial cells,epithelial cells
7269.0,3062.0,epithelial cells,epithelial cells
9286.0,1384.0,epithelial cells,epithelial cells
8910.0,2010.0,epithelial cells,other
6547.0,2305.0,epithelial cells,epithelial cells
6919.0,2057.0,epithelial cells,epithelial cells
7078.0,2750.0,epithelial cells,epithelial cells
6555.0,2673.0,epithelial cells,epithelial cells
7074.0,2702.0,epithelial cells,epithelial cells
6846.0,2546.0,epithelial cells,epithelial cells
9169.0,1932.0,epithelial cells,epithelial cells
8037.0,2055.0,epithelial cells,epithelial cells
7537.0,1063.0,epithelial cells,epithelial cells
7253.0,3114.0,epithelial cells,epithelial cells
7303.0,633.0,epithelial cells,epithelial cells
6620.0,2414.0,epithelial cells,epithelial cells
6455.0,2851.0,epithelial cells,epithelial cells
7588.0,1115.0,epithelial cells,epithelial cells
7361.0,1946.0,epithelial cells,epithelial cells
7975.0,1471.0,epithelial cells,epithelial cells
6614.0,995.0,epithelial cells,epithelial cells
8238.0,2638.0,epithelial cells,epithelial cells
8421.0,1135.0,epithelial cells,epithelial cells
8265.0,2834.0,epithelial cells,epithelial cells
8880.0,2620.0,epithelial cells,epithelial cells
6527.0,1989.0,epithelial cells,epithelial cells
6526.0,2270.0,epithelial cells,epithelial cells
8114.0,2362.0,epithelial cells,epithelial cells
7011.0,2024.0,epithelial cells,epithelial cells
8313.0,307.0,epithelial cells,epithelial cells
8811.0,231.0,epithelial cells,epithelial cells
8623.0,3062.0,epithelial cells,epithelial cells
9294.0,2374.0,epithelial cells,epithelial cells
8452.0,387.0,epithelial cells,epithelial cells
7550.0,490.0,epithelial cells,epithelial cells
8842.0,2819.0,epithelial cells,epithelial cells
6519.0,2972.0,epithelial cells,epithelial cells
7101.0,262.0,epithelial cells,epithelial cells
8537.0,3118.0,epithelial cells,epithelial cells
7095.0,2021.0,epithelial cells,epithelial cells
7448.0,835.0,epithelial cells,epithelial cells
8181.0,856.0,epithelial cells,epithelial cells
8919.0,1969.0,epithelial cells,immune cells
7124.0,1794.0,epithelial cells,epithelial cells
9012.0,597.0,epithelial cells,epithelial cells
8880.0,2620.0,epithelial cells,epithelial cells
6722.0,3220.0,epithelial cells,epithelial cells
9112.0,3055.0,epithelial cells,immune cells
6331.0,2498.0,epithelial cells,epithelial cells
7267.0,2430.0,epithelial cells,other
7088.0,325.0,epithelial cells,epithelial cells
6889.0,2076.0,epithelial cells,epithelial cells
8088.0,2547.0,epithelial cells,epithelial cells
7746.0,346.0,epithelial cells,epithelial cells
8756.0,1664.0,epithelial cells,epithelial cells
7001.0,2420.0,epithelial cells,epithelial cells
8916.0,2997.0,epithelial cells,epithelial cells
7722.0,1442.0,epithelial cells,epithelial cells
6860.0,1727.0,stromal cells,stromal cells
8850.0,240.0,epithelial cells,epithelial cells
9056.0,416.0,epithelial cells,epithelial cells
9311.0,1964.0,epithelial cells,epithelial cells
8682.0,851.0,epithelial cells,epithelial cells
6410.0,2414.0,epithelial cells,epithelial cells
8157.0,676.0,epithelial cells,epithelial cells
8637.0,1927.0,epithelial cells,epithelial cells
6561.0,1185.0,epithelial cells,epithelial cells
8365.0,2416.0,epithelial cells,immune cells
8973.0,2999.0,epithelial cells,immune cells
8225.0,3147.0,epithelial cells,epithelial cells
7049.0,2920.0,epithelial cells,epithelial cells
6679.0,3098.0,epithelial cells,epithelial cells
7786.0,746.0,epithelial cells,epithelial cells
8084.0,2804.0,epithelial cells,epithelial cells
6610.0,2160.0,epithelial cells,epithelial cells
8492.0,2150.0,epithelial cells,epithelial cells
8493.0,3108.0,epithelial cells,epithelial cells
8813.0,3182.0,epithelial cells,epithelial cells
7378.0,459.0,epithelial cells,epithelial cells
6407.0,615.0,epithelial cells,epithelial cells
8587.0,2968.0,epithelial cells,epithelial cells
8037.0,2055.0,epithelial cells,epithelial cells
6863.0,2378.0,epithelial cells,epithelial cells
8289.0,1142.0,epithelial cells,epithelial cells
6561.0,947.0,epithelial cells,epithelial cells
7360.0,3008.0,epithelial cells,epithelial cells
6988.0,2485.0,epithelial cells,epithelial cells
6902.0,937.0,epithelial cells,epithelial cells
9281.0,1673.0,epithelial cells,epithelial cells
9336.0,2865.0,epithelial cells,epithelial cells
7351.0,238.0,epithelial cells,epithelial cells
6518.0,1880.0,epithelial cells,epithelial cells
6561.0,1185.0,epithelial cells,epithelial cells
8010.0,1541.0,epithelial cells,epithelial cells
8860.0,713.0,epithelial cells,epithelial cells
8529.0,2374.0,stromal cells,epithelial cells
8783.0,2757.0,epithelial cells,epithelial cells
8405.0,2409.0,epithelial cells,epithelial cells
8631.0,1790.0,epithelial cells,epithelial cells
6381.0,2532.0,epithelial cells,epithelial cells
6810.0,527.0,epithelial cells,epithelial cells
6366.0,3154.0,stromal cells,other
6720.0,2237.0,epithelial cells,epithelial cells
6430.0,585.0,epithelial cells,epithelial cells
7637.0,965.0,epithelial cells,epithelial cells
8729.0,1279.0,epithelial cells,epithelial cells
8345.0,2508.0,epithelial cells,epithelial cells
8022.0,1686.0,epithelial cells,epithelial cells
6668.0,804.0,epithelial cells,epithelial cells
8877.0,780.0,epithelial cells,epithelial cells
6365.0,878.0,epithelial cells,epithelial cells
6600.0,1329.0,epithelial cells,epithelial cells
8471.0,2214.0,epithelial cells,epithelial cells
8625.0,2416.0,stromal cells,other
8234.0,2762.0,epithelial cells,epithelial cells
9061.0,1087.0,epithelial cells,epithelial cells
8616.0,2372.0,stromal cells,other
7918.0,840.0,epithelial cells,epithelial cells
8326.0,2406.0,epithelial cells,epithelial cells
7022.0,1859.0,epithelial cells,epithelial cells
7349.0,2413.0,epithelial cells,epithelial cells
7239.0,2390.0,epithelial cells,immune cells
